Metabolite	proportion_medium	medium	SampleName	Compartment	Conc	unit
EX_cpd00035_e0	100	wheat	Wheat11-2	Cecum	1.39369564960347e-06	mM
EX_cpd00035_e0	100	wheat	Wheat11-3	Cecum	1.54370785418855e-05	mM
EX_cpd00035_e0	100	wheat	Wheat9-1	Cecum	3.82090789671968e-05	mM
EX_cpd00035_e0	100	wheat	Wheat9-2	Cecum	5.46297825045856e-05	mM
EX_cpd00035_e0	100	corn	Corn10-1	Colon	0.000426042042764886	mM
EX_cpd00035_e0	100	corn	Corn10-2	Colon	0.000407287073911078	mM
EX_cpd00035_e0	100	corn	Corn5-1	Colon	0.000262201761806048	mM
EX_cpd00035_e0	100	corn	Corn5-2	Colon	0.000261017920065986	mM
EX_cpd00035_e0	100	corn	Corn5-3	Colon	0.00025031755798503	mM
EX_cpd00035_e0	100	wheat	Wheat11-1	Colon	9.23524589175187e-05	mM
EX_cpd00035_e0	100	wheat	Wheat11-2	Colon	6.65573545362914e-05	mM
EX_cpd00035_e0	100	wheat	Wheat11-3	Colon	0.000155132817739384	mM
EX_cpd00035_e0	100	wheat	Wheat9-1	Colon	0.000287795458250576	mM
EX_cpd00035_e0	100	wheat	Wheat9-2	Colon	0.000302885785963317	mM
EX_cpd00035_e0	100	corn	Corn10-1	Duodenum	0.000487354731276766	mM
EX_cpd00035_e0	100	corn	Corn10-2	Duodenum	0.000514006469385214	mM
EX_cpd00035_e0	100	corn	Corn5-1	Duodenum	0.000394998250771027	mM
EX_cpd00035_e0	100	corn	Corn5-2	Duodenum	0.000379184971414621	mM
EX_cpd00035_e0	100	corn	Corn5-3	Duodenum	0.000390860414343733	mM
EX_cpd00035_e0	100	wheat	Wheat11-1	Duodenum	0.000197011903254061	mM
EX_cpd00035_e0	100	wheat	Wheat11-2	Duodenum	0.000198736810464589	mM
EX_cpd00035_e0	100	wheat	Wheat11-3	Duodenum	0.000257409132139658	mM
EX_cpd00035_e0	100	wheat	Wheat9-1	Duodenum	0.000378047625259869	mM
EX_cpd00035_e0	100	wheat	Wheat9-2	Duodenum	0.000369576527114272	mM
EX_cpd00035_e0	100	corn	Corn10-1	Gizzard	0.000222798557719917	mM
EX_cpd00035_e0	100	corn	Corn10-2	Gizzard	0.000230612637165467	mM
EX_cpd00035_e0	100	corn	Corn5-1	Gizzard	0.000219697329465203	mM
EX_cpd00035_e0	100	corn	Corn5-2	Gizzard	0.000212252239490283	mM
EX_cpd00035_e0	100	corn	Corn5-3	Gizzard	0.000214831906244306	mM
EX_cpd00035_e0	100	wheat	Wheat11-1	Gizzard	0.000133003932876314	mM
EX_cpd00035_e0	100	wheat	Wheat11-2	Gizzard	0.000133020020249464	mM
EX_cpd00035_e0	100	wheat	Wheat11-3	Gizzard	0.000156239571231501	mM
EX_cpd00035_e0	100	wheat	Wheat9-1	Gizzard	0.000177058618632885	mM
EX_cpd00035_e0	100	wheat	Wheat9-2	Gizzard	0.000182227296155744	mM
EX_cpd00035_e0	100	corn	Corn10-1	Ileum	0.00250863974622942	mM
EX_cpd00035_e0	100	corn	Corn10-2	Ileum	0.00255481856697915	mM
EX_cpd00035_e0	100	corn	Corn5-1	Ileum	0.00213249326071605	mM
EX_cpd00035_e0	100	corn	Corn5-2	Ileum	0.00200489892396597	mM
EX_cpd00035_e0	100	corn	Corn5-3	Ileum	0.00187487298601114	mM
EX_cpd00035_e0	100	wheat	Wheat11-1	Ileum	0.000675049258201907	mM
EX_cpd00035_e0	100	wheat	Wheat11-2	Ileum	0.000632738006385664	mM
EX_cpd00035_e0	100	wheat	Wheat11-3	Ileum	0.00101000476234207	mM
EX_cpd00035_e0	100	wheat	Wheat9-1	Ileum	0.00194709217413907	mM
EX_cpd00035_e0	100	wheat	Wheat9-2	Ileum	0.00211309276303078	mM
EX_cpd00035_e0	100	corn	Corn10-1	Jejunum	0.00160626348624965	mM
EX_cpd00035_e0	100	corn	Corn10-2	Jejunum	0.00164278559689917	mM
EX_cpd00035_e0	100	corn	Corn5-1	Jejunum	0.00128314753201806	mM
EX_cpd00035_e0	100	corn	Corn5-2	Jejunum	0.00124302753614488	mM
EX_cpd00035_e0	100	corn	Corn5-3	Jejunum	0.00120653021258792	mM
EX_cpd00035_e0	100	wheat	Wheat11-1	Jejunum	0.000502485179698355	mM
EX_cpd00035_e0	100	wheat	Wheat11-2	Jejunum	0.000490418224144707	mM
EX_cpd00035_e0	100	wheat	Wheat11-3	Jejunum	0.000689069904575506	mM
EX_cpd00035_e0	100	wheat	Wheat9-1	Jejunum	0.00112540434710341	mM
EX_cpd00035_e0	100	wheat	Wheat9-2	Jejunum	0.00122370110782831	mM
EX_cpd00036_e0	100	corn	Corn10-1	Cecum	0.0069256315223995	mM
EX_cpd00036_e0	100	corn	Corn10-2	Cecum	0.00598661890494493	mM
EX_cpd00036_e0	100	corn	Corn5-1	Cecum	0.0092546589583257	mM
EX_cpd00036_e0	100	corn	Corn5-2	Cecum	0.00834991955061507	mM
EX_cpd00036_e0	100	corn	Corn5-3	Cecum	0.00775554842543542	mM
EX_cpd00036_e0	100	wheat	Wheat11-1	Cecum	0.022180738012683	mM
EX_cpd00036_e0	100	wheat	Wheat11-2	Cecum	0.0199881123921858	mM
EX_cpd00036_e0	100	wheat	Wheat11-3	Cecum	0.0203008922877186	mM
EX_cpd00036_e0	100	wheat	Wheat9-1	Cecum	0.00751628638393757	mM
EX_cpd00036_e0	100	wheat	Wheat9-2	Cecum	0.010610650921075	mM
EX_cpd00036_e0	100	corn	Corn10-1	Colon	0.00349213312145378	mM
EX_cpd00036_e0	100	corn	Corn10-2	Colon	0.00308882320262144	mM
EX_cpd00036_e0	100	corn	Corn5-1	Colon	0.00519914612718845	mM
EX_cpd00036_e0	100	corn	Corn5-2	Colon	0.00463161503053546	mM
EX_cpd00036_e0	100	corn	Corn5-3	Colon	0.00448509662282091	mM
EX_cpd00036_e0	100	wheat	Wheat11-1	Colon	0.0140484870602872	mM
EX_cpd00036_e0	100	wheat	Wheat11-2	Colon	0.0121597947542852	mM
EX_cpd00036_e0	100	wheat	Wheat11-3	Colon	0.0119228380778898	mM
EX_cpd00036_e0	100	wheat	Wheat9-1	Colon	0.00373307302150218	mM
EX_cpd00036_e0	100	wheat	Wheat9-2	Colon	0.00539780307864485	mM
EX_cpd00036_e0	100	corn	Corn10-1	Duodenum	0.000389583341182645	mM
EX_cpd00036_e0	100	corn	Corn10-2	Duodenum	0.00028772655620392	mM
EX_cpd00036_e0	100	corn	Corn5-1	Duodenum	0.0016791264634684	mM
EX_cpd00036_e0	100	corn	Corn5-2	Duodenum	0.00205883767331744	mM
EX_cpd00036_e0	100	corn	Corn5-3	Duodenum	0.00125819335093876	mM
EX_cpd00036_e0	100	wheat	Wheat11-1	Duodenum	0.00077113644950772	mM
EX_cpd00036_e0	100	wheat	Wheat11-2	Duodenum	0.000619052929063427	mM
EX_cpd00036_e0	100	wheat	Wheat11-3	Duodenum	0.00113365996511293	mM
EX_cpd00036_e0	100	wheat	Wheat9-1	Duodenum	0.000621962920509043	mM
EX_cpd00036_e0	100	wheat	Wheat9-2	Duodenum	0.000344610356205315	mM
EX_cpd00036_e0	100	corn	Corn10-1	Gizzard	0.0001329653465537	mM
EX_cpd00036_e0	100	corn	Corn10-2	Gizzard	8.6213951934745e-05	mM
EX_cpd00036_e0	100	corn	Corn5-1	Gizzard	0.000588432263549787	mM
EX_cpd00036_e0	100	corn	Corn5-2	Gizzard	0.000743188969191256	mM
EX_cpd00036_e0	100	corn	Corn5-3	Gizzard	0.000441436861145528	mM
EX_cpd00036_e0	100	wheat	Wheat11-1	Gizzard	0.000286373517437691	mM
EX_cpd00036_e0	100	wheat	Wheat11-2	Gizzard	0.000235626690888982	mM
EX_cpd00036_e0	100	wheat	Wheat11-3	Gizzard	0.00043036944064951	mM
EX_cpd00036_e0	100	wheat	Wheat9-1	Gizzard	0.000223862883370285	mM
EX_cpd00036_e0	100	wheat	Wheat9-2	Gizzard	0.000113338939033323	mM
EX_cpd00036_e0	100	corn	Corn10-1	Ileum	0.00116904028770346	mM
EX_cpd00036_e0	100	corn	Corn10-2	Ileum	0.000906248657180621	mM
EX_cpd00036_e0	100	corn	Corn5-1	Ileum	0.00321152835755021	mM
EX_cpd00036_e0	100	corn	Corn5-2	Ileum	0.00381534733689158	mM
EX_cpd00036_e0	100	corn	Corn5-3	Ileum	0.00299360280177667	mM
EX_cpd00036_e0	100	wheat	Wheat11-1	Ileum	0.00331402006385707	mM
EX_cpd00036_e0	100	wheat	Wheat11-2	Ileum	0.00260571046542053	mM
EX_cpd00036_e0	100	wheat	Wheat11-3	Ileum	0.00271008306620994	mM
EX_cpd00036_e0	100	wheat	Wheat9-1	Ileum	0.00152061681671595	mM
EX_cpd00036_e0	100	wheat	Wheat9-2	Ileum	0.00140542393798331	mM
EX_cpd00036_e0	100	corn	Corn10-1	Jejunum	0.000739083800887634	mM
EX_cpd00036_e0	100	corn	Corn10-2	Jejunum	0.000635808419812347	mM
EX_cpd00036_e0	100	corn	Corn5-1	Jejunum	0.00297602789767205	mM
EX_cpd00036_e0	100	corn	Corn5-2	Jejunum	0.0035226800273227	mM
EX_cpd00036_e0	100	corn	Corn5-3	Jejunum	0.00248013459310421	mM
EX_cpd00036_e0	100	wheat	Wheat11-1	Jejunum	0.0018008450693563	mM
EX_cpd00036_e0	100	wheat	Wheat11-2	Jejunum	0.00140471549359106	mM
EX_cpd00036_e0	100	wheat	Wheat11-3	Jejunum	0.00199321616205294	mM
EX_cpd00036_e0	100	wheat	Wheat9-1	Jejunum	0.00115912470034853	mM
EX_cpd00036_e0	100	wheat	Wheat9-2	Jejunum	0.000762861057988858	mM
EX_cpd00038_e0	100	corn	Corn10-1	Cecum	4.50865968198885e-07	mM
EX_cpd00038_e0	100	corn	Corn10-2	Cecum	3.32891792730317e-07	mM
EX_cpd00038_e0	100	corn	Corn5-1	Cecum	3.57360496052939e-07	mM
EX_cpd00038_e0	100	corn	Corn5-2	Cecum	2.82666484997358e-07	mM
EX_cpd00038_e0	100	corn	Corn5-3	Cecum	4.36960256469283e-07	mM
EX_cpd00038_e0	100	wheat	Wheat11-1	Cecum	3.43668633042662e-07	mM
EX_cpd00038_e0	100	wheat	Wheat11-2	Cecum	1.382704951155e-07	mM
EX_cpd00038_e0	100	wheat	Wheat11-3	Cecum	5.149444648478e-07	mM
EX_cpd00038_e0	100	wheat	Wheat9-1	Cecum	6.24205639335114e-07	mM
EX_cpd00038_e0	100	wheat	Wheat9-2	Cecum	4.72134487904259e-07	mM
EX_cpd00038_e0	100	corn	Corn10-1	Colon	4.57964110509856e-07	mM
EX_cpd00038_e0	100	corn	Corn10-2	Colon	5.82710078080531e-07	mM
EX_cpd00038_e0	100	corn	Corn5-1	Colon	3.69829976142323e-07	mM
EX_cpd00038_e0	100	corn	Corn5-2	Colon	2.6233140527368e-07	mM
EX_cpd00038_e0	100	corn	Corn5-3	Colon	4.03229083848923e-07	mM
EX_cpd00038_e0	100	wheat	Wheat11-1	Colon	3.21076756496075e-07	mM
EX_cpd00038_e0	100	wheat	Wheat11-2	Colon	1.34992089912e-07	mM
EX_cpd00038_e0	100	wheat	Wheat11-3	Colon	4.7467398697247e-07	mM
EX_cpd00038_e0	100	wheat	Wheat9-1	Colon	5.88097103823413e-07	mM
EX_cpd00038_e0	100	wheat	Wheat9-2	Colon	6.78300108233307e-07	mM
EX_cpd00038_e0	100	corn	Corn10-1	Duodenum	3.95737812402474e-07	mM
EX_cpd00038_e0	100	corn	Corn10-2	Duodenum	2.41104275739074e-07	mM
EX_cpd00038_e0	100	corn	Corn5-1	Duodenum	8.56242921048808e-08	mM
EX_cpd00038_e0	100	corn	Corn5-2	Duodenum	5.9697308823376e-08	mM
EX_cpd00038_e0	100	corn	Corn5-3	Duodenum	1.64418567320619e-07	mM
EX_cpd00038_e0	100	wheat	Wheat11-1	Duodenum	2.71451128098043e-07	mM
EX_cpd00038_e0	100	wheat	Wheat11-2	Duodenum	1.18482778871145e-07	mM
EX_cpd00038_e0	100	wheat	Wheat11-3	Duodenum	2.03444630362862e-07	mM
EX_cpd00038_e0	100	wheat	Wheat9-1	Duodenum	1.87544527688594e-07	mM
EX_cpd00038_e0	100	wheat	Wheat9-2	Duodenum	1.58473963223569e-07	mM
EX_cpd00038_e0	100	corn	Corn10-1	Gizzard	1.2076897731942e-07	mM
EX_cpd00038_e0	100	corn	Corn10-2	Gizzard	6.00235541218339e-08	mM
EX_cpd00038_e0	100	corn	Corn5-1	Gizzard	3.00235431463418e-08	mM
EX_cpd00038_e0	100	corn	Corn5-2	Gizzard	2.4136365387301e-08	mM
EX_cpd00038_e0	100	corn	Corn5-3	Gizzard	6.01353981655278e-08	mM
EX_cpd00038_e0	100	wheat	Wheat11-1	Gizzard	4.32635695462918e-08	mM
EX_cpd00038_e0	100	wheat	Wheat11-2	Gizzard	2.21748868560552e-07	mM
EX_cpd00038_e0	100	wheat	Wheat11-3	Gizzard	7.53012787005464e-08	mM
EX_cpd00038_e0	100	wheat	Wheat9-1	Gizzard	4.58033956124878e-08	mM
EX_cpd00038_e0	100	wheat	Wheat9-2	Gizzard	6.8103314942875e-08	mM
EX_cpd00038_e0	100	corn	Corn10-1	Ileum	2.12046914284902e-06	mM
EX_cpd00038_e0	100	corn	Corn10-2	Ileum	1.80665840732922e-06	mM
EX_cpd00038_e0	100	corn	Corn5-1	Ileum	5.00283872916654e-07	mM
EX_cpd00038_e0	100	corn	Corn5-2	Ileum	4.79696788210595e-07	mM
EX_cpd00038_e0	100	corn	Corn5-3	Ileum	1.09275097875498e-06	mM
EX_cpd00038_e0	100	wheat	Wheat11-1	Ileum	7.84704845785603e-07	mM
EX_cpd00038_e0	100	wheat	Wheat11-2	Ileum	3.91972682410853e-06	mM
EX_cpd00038_e0	100	wheat	Wheat11-3	Ileum	7.90501890615978e-07	mM
EX_cpd00038_e0	100	wheat	Wheat9-1	Ileum	2.48688645591947e-06	mM
EX_cpd00038_e0	100	wheat	Wheat9-2	Ileum	1.39317505093258e-06	mM
EX_cpd00038_e0	100	corn	Corn10-1	Jejunum	1.26210926193799e-06	mM
EX_cpd00038_e0	100	corn	Corn10-2	Jejunum	1.20334499026828e-06	mM
EX_cpd00038_e0	100	corn	Corn5-1	Jejunum	2.94413239556413e-07	mM
EX_cpd00038_e0	100	corn	Corn5-2	Jejunum	2.16101120502218e-07	mM
EX_cpd00038_e0	100	corn	Corn5-3	Jejunum	4.92518000758062e-07	mM
EX_cpd00038_e0	100	wheat	Wheat11-1	Jejunum	2.1884916664537e-07	mM
EX_cpd00038_e0	100	wheat	Wheat11-2	Jejunum	1.71499520197965e-07	mM
EX_cpd00038_e0	100	wheat	Wheat11-3	Jejunum	5.53839837851166e-07	mM
EX_cpd00038_e0	100	wheat	Wheat9-1	Jejunum	8.54091614824598e-07	mM
EX_cpd00038_e0	100	wheat	Wheat9-2	Jejunum	7.36262851597837e-07	mM
EX_cpd00039_e0	100	corn	Corn10-1	Cecum	0.00112970706389977	mM
EX_cpd00039_e0	100	corn	Corn10-2	Cecum	0.00106756978134886	mM
EX_cpd00039_e0	100	corn	Corn5-1	Cecum	0.00101418245898	mM
EX_cpd00039_e0	100	corn	Corn5-2	Cecum	0.00106800989547738	mM
EX_cpd00039_e0	100	corn	Corn5-3	Cecum	0.00103326745136928	mM
EX_cpd00039_e0	100	wheat	Wheat11-1	Cecum	0.00088788934374905	mM
EX_cpd00039_e0	100	wheat	Wheat11-2	Cecum	0.000855198960930077	mM
EX_cpd00039_e0	100	wheat	Wheat11-3	Cecum	0.000962857654744901	mM
EX_cpd00039_e0	100	wheat	Wheat9-1	Cecum	0.00106567953241888	mM
EX_cpd00039_e0	100	wheat	Wheat9-2	Cecum	0.000864000859317854	mM
EX_cpd00039_e0	100	corn	Corn10-1	Colon	0.00100032494079365	mM
EX_cpd00039_e0	100	corn	Corn10-2	Colon	0.000939136190188998	mM
EX_cpd00039_e0	100	corn	Corn5-1	Colon	0.000893302908327019	mM
EX_cpd00039_e0	100	corn	Corn5-2	Colon	0.000953675749991829	mM
EX_cpd00039_e0	100	corn	Corn5-3	Colon	0.000934134000331422	mM
EX_cpd00039_e0	100	wheat	Wheat11-1	Colon	0.000825160772025859	mM
EX_cpd00039_e0	100	wheat	Wheat11-2	Colon	0.000801353951866078	mM
EX_cpd00039_e0	100	wheat	Wheat11-3	Colon	0.000886471029364498	mM
EX_cpd00039_e0	100	wheat	Wheat9-1	Colon	0.000920935640883877	mM
EX_cpd00039_e0	100	wheat	Wheat9-2	Colon	0.000821918886929778	mM
EX_cpd00039_e0	100	corn	Corn10-1	Duodenum	0.000427149434909133	mM
EX_cpd00039_e0	100	corn	Corn10-2	Duodenum	0.000446369704388664	mM
EX_cpd00039_e0	100	corn	Corn5-1	Duodenum	0.000377728390309864	mM
EX_cpd00039_e0	100	corn	Corn5-2	Duodenum	0.000368380898386557	mM
EX_cpd00039_e0	100	corn	Corn5-3	Duodenum	0.00038948666468792	mM
EX_cpd00039_e0	100	wheat	Wheat11-1	Duodenum	0.000365682726168662	mM
EX_cpd00039_e0	100	wheat	Wheat11-2	Duodenum	0.000360856719119696	mM
EX_cpd00039_e0	100	wheat	Wheat11-3	Duodenum	0.000379799514081955	mM
EX_cpd00039_e0	100	wheat	Wheat9-1	Duodenum	0.000411198038743006	mM
EX_cpd00039_e0	100	wheat	Wheat9-2	Duodenum	0.000425265225856922	mM
EX_cpd00039_e0	100	corn	Corn10-1	Gizzard	0.000186457502677621	mM
EX_cpd00039_e0	100	corn	Corn10-2	Gizzard	0.000189273865811466	mM
EX_cpd00039_e0	100	corn	Corn5-1	Gizzard	0.000189015487991782	mM
EX_cpd00039_e0	100	corn	Corn5-2	Gizzard	0.000188518281322467	mM
EX_cpd00039_e0	100	corn	Corn5-3	Gizzard	0.000189076101857146	mM
EX_cpd00039_e0	100	wheat	Wheat11-1	Gizzard	0.000184227707987203	mM
EX_cpd00039_e0	100	wheat	Wheat11-2	Gizzard	0.000181167000576411	mM
EX_cpd00039_e0	100	wheat	Wheat11-3	Gizzard	0.000187483037257624	mM
EX_cpd00039_e0	100	wheat	Wheat9-1	Gizzard	0.000189525038443963	mM
EX_cpd00039_e0	100	wheat	Wheat9-2	Gizzard	0.000194036606963766	mM
EX_cpd00039_e0	100	corn	Corn10-1	Ileum	0.00224203169014893	mM
EX_cpd00039_e0	100	corn	Corn10-2	Ileum	0.00227831644912963	mM
EX_cpd00039_e0	100	corn	Corn5-1	Ileum	0.00203697546191272	mM
EX_cpd00039_e0	100	corn	Corn5-2	Ileum	0.00206764038811466	mM
EX_cpd00039_e0	100	corn	Corn5-3	Ileum	0.00204009442111134	mM
EX_cpd00039_e0	100	wheat	Wheat11-1	Ileum	0.00165984360498918	mM
EX_cpd00039_e0	100	wheat	Wheat11-2	Ileum	0.00161642591692202	mM
EX_cpd00039_e0	100	wheat	Wheat11-3	Ileum	0.00184650268189299	mM
EX_cpd00039_e0	100	wheat	Wheat9-1	Ileum	0.0020999011050604	mM
EX_cpd00039_e0	100	wheat	Wheat9-2	Ileum	0.0020783788979389	mM
EX_cpd00039_e0	100	corn	Corn10-1	Jejunum	0.00140718749395573	mM
EX_cpd00039_e0	100	corn	Corn10-2	Jejunum	0.00145979938100076	mM
EX_cpd00039_e0	100	corn	Corn5-1	Jejunum	0.0011910943472901	mM
EX_cpd00039_e0	100	corn	Corn5-2	Jejunum	0.00116570111806748	mM
EX_cpd00039_e0	100	corn	Corn5-3	Jejunum	0.00121444461923545	mM
EX_cpd00039_e0	100	wheat	Wheat11-1	Jejunum	0.00106863632902979	mM
EX_cpd00039_e0	100	wheat	Wheat11-2	Jejunum	0.00106740833726323	mM
EX_cpd00039_e0	100	wheat	Wheat11-3	Jejunum	0.00116561027743604	mM
EX_cpd00039_e0	100	wheat	Wheat9-1	Jejunum	0.00132383253461722	mM
EX_cpd00039_e0	100	wheat	Wheat9-2	Jejunum	0.00134600403083936	mM
EX_cpd00041_e0	100	corn	Corn10-1	Cecum	4.73244720081632e-06	mM
EX_cpd00041_e0	100	corn	Corn10-2	Cecum	2.38638401927309e-05	mM
EX_cpd00041_e0	100	corn	Corn5-1	Cecum	2.53380529873253e-06	mM
EX_cpd00041_e0	100	corn	Corn5-2	Cecum	1.06408801343833e-05	mM
EX_cpd00041_e0	100	corn	Corn5-3	Cecum	6.88670379739851e-06	mM
EX_cpd00041_e0	100	wheat	Wheat11-1	Cecum	2.10536469124099e-07	mM
EX_cpd00041_e0	100	wheat	Wheat11-2	Cecum	4.99988586466899e-08	mM
EX_cpd00041_e0	100	wheat	Wheat11-3	Cecum	7.87726473773437e-07	mM
EX_cpd00041_e0	100	wheat	Wheat9-1	Cecum	4.57531611872936e-06	mM
EX_cpd00041_e0	100	wheat	Wheat9-2	Cecum	2.21146196537758e-05	mM
EX_cpd00041_e0	100	corn	Corn10-1	Colon	1.35228202989359e-05	mM
EX_cpd00041_e0	100	corn	Corn10-2	Colon	1.83103403510709e-05	mM
EX_cpd00041_e0	100	corn	Corn5-1	Colon	1.06754032072867e-05	mM
EX_cpd00041_e0	100	corn	Corn5-2	Colon	5.88654264917238e-05	mM
EX_cpd00041_e0	100	corn	Corn5-3	Colon	2.86307280863779e-05	mM
EX_cpd00041_e0	100	wheat	Wheat11-1	Colon	3.23227210928376e-06	mM
EX_cpd00041_e0	100	wheat	Wheat11-2	Colon	1.68731492333338e-06	mM
EX_cpd00041_e0	100	wheat	Wheat11-3	Colon	5.39028644713683e-06	mM
EX_cpd00041_e0	100	wheat	Wheat9-1	Colon	2.07154233489461e-05	mM
EX_cpd00041_e0	100	wheat	Wheat9-2	Colon	1.45246315264788e-05	mM
EX_cpd00041_e0	100	corn	Corn10-1	Duodenum	3.75107974812366e-05	mM
EX_cpd00041_e0	100	corn	Corn10-2	Duodenum	3.81591420698032e-05	mM
EX_cpd00041_e0	100	corn	Corn5-1	Duodenum	8.93176165920136e-06	mM
EX_cpd00041_e0	100	corn	Corn5-2	Duodenum	6.9201585201328e-06	mM
EX_cpd00041_e0	100	corn	Corn5-3	Duodenum	2.00174696745003e-05	mM
EX_cpd00041_e0	100	wheat	Wheat11-1	Duodenum	1.36633839307258e-05	mM
EX_cpd00041_e0	100	wheat	Wheat11-2	Duodenum	6.7747646193989e-06	mM
EX_cpd00041_e0	100	wheat	Wheat11-3	Duodenum	3.32722772436915e-05	mM
EX_cpd00041_e0	100	wheat	Wheat9-1	Duodenum	5.74283715102666e-05	mM
EX_cpd00041_e0	100	wheat	Wheat9-2	Duodenum	5.85050865233339e-05	mM
EX_cpd00041_e0	100	corn	Corn10-1	Gizzard	9.28668117819621e-06	mM
EX_cpd00041_e0	100	corn	Corn10-2	Gizzard	1.37393454394205e-05	mM
EX_cpd00041_e0	100	corn	Corn5-1	Gizzard	2.73969050565032e-06	mM
EX_cpd00041_e0	100	corn	Corn5-2	Gizzard	2.31857611065542e-06	mM
EX_cpd00041_e0	100	corn	Corn5-3	Gizzard	5.78301167253974e-06	mM
EX_cpd00041_e0	100	wheat	Wheat11-1	Gizzard	4.67892929124072e-06	mM
EX_cpd00041_e0	100	wheat	Wheat11-2	Gizzard	2.25361773919928e-06	mM
EX_cpd00041_e0	100	wheat	Wheat11-3	Gizzard	1.12872411896872e-05	mM
EX_cpd00041_e0	100	wheat	Wheat9-1	Gizzard	2.18946535870642e-05	mM
EX_cpd00041_e0	100	wheat	Wheat9-2	Gizzard	1.75199853189299e-05	mM
EX_cpd00041_e0	100	corn	Corn10-1	Ileum	0.000123079588848603	mM
EX_cpd00041_e0	100	corn	Corn10-2	Ileum	0.000178476534231816	mM
EX_cpd00041_e0	100	corn	Corn5-1	Ileum	0.000104200571942346	mM
EX_cpd00041_e0	100	corn	Corn5-2	Ileum	0.000147139024175111	mM
EX_cpd00041_e0	100	corn	Corn5-3	Ileum	0.00010695631144493	mM
EX_cpd00041_e0	100	wheat	Wheat11-1	Ileum	6.5972714607291e-05	mM
EX_cpd00041_e0	100	wheat	Wheat11-2	Ileum	2.94976136368507e-05	mM
EX_cpd00041_e0	100	wheat	Wheat11-3	Ileum	0.000103667478692793	mM
EX_cpd00041_e0	100	wheat	Wheat9-1	Ileum	0.000397617180543899	mM
EX_cpd00041_e0	100	wheat	Wheat9-2	Ileum	0.000204133110734381	mM
EX_cpd00041_e0	100	corn	Corn10-1	Jejunum	8.25379338499766e-05	mM
EX_cpd00041_e0	100	corn	Corn10-2	Jejunum	0.000100897485403989	mM
EX_cpd00041_e0	100	corn	Corn5-1	Jejunum	4.68690594617992e-05	mM
EX_cpd00041_e0	100	corn	Corn5-2	Jejunum	4.9694005134309e-05	mM
EX_cpd00041_e0	100	corn	Corn5-3	Jejunum	6.3434556424465e-05	mM
EX_cpd00041_e0	100	wheat	Wheat11-1	Jejunum	2.87112158340056e-05	mM
EX_cpd00041_e0	100	wheat	Wheat11-2	Jejunum	1.98396720736306e-05	mM
EX_cpd00041_e0	100	wheat	Wheat11-3	Jejunum	7.71272937740907e-05	mM
EX_cpd00041_e0	100	wheat	Wheat9-1	Jejunum	0.000207733805787328	mM
EX_cpd00041_e0	100	wheat	Wheat9-2	Jejunum	0.000195703948420248	mM
EX_cpd00047_e0	100	corn	Corn10-1	Cecum	0.000123158267551119	mM
EX_cpd00047_e0	100	corn	Corn10-2	Cecum	0.000125595330234948	mM
EX_cpd00047_e0	100	corn	Corn5-1	Cecum	2.62951530148141e-05	mM
EX_cpd00047_e0	100	corn	Corn5-2	Cecum	0.000104651610497573	mM
EX_cpd00047_e0	100	corn	Corn5-3	Cecum	0.000107603359362232	mM
EX_cpd00047_e0	100	wheat	Wheat11-1	Cecum	0.00023834050253451	mM
EX_cpd00047_e0	100	wheat	Wheat11-2	Cecum	9.76090600740968e-05	mM
EX_cpd00047_e0	100	wheat	Wheat11-3	Cecum	4.12927968943568e-05	mM
EX_cpd00047_e0	100	wheat	Wheat9-1	Cecum	0.000194781863180965	mM
EX_cpd00047_e0	100	wheat	Wheat9-2	Cecum	0.000137614998889076	mM
EX_cpd00047_e0	100	corn	Corn10-1	Colon	8.14899160625376e-05	mM
EX_cpd00047_e0	100	corn	Corn10-2	Colon	9.84585494795424e-05	mM
EX_cpd00047_e0	100	corn	Corn5-1	Colon	3.30621672006314e-05	mM
EX_cpd00047_e0	100	corn	Corn5-2	Colon	0.000106805117990903	mM
EX_cpd00047_e0	100	corn	Corn5-3	Colon	0.000130352536625819	mM
EX_cpd00047_e0	100	wheat	Wheat11-1	Colon	8.42250678744933e-05	mM
EX_cpd00047_e0	100	wheat	Wheat11-2	Colon	6.74520591936182e-05	mM
EX_cpd00047_e0	100	wheat	Wheat11-3	Colon	2.18749671116482e-05	mM
EX_cpd00047_e0	100	wheat	Wheat9-1	Colon	0.000141097246423459	mM
EX_cpd00047_e0	100	wheat	Wheat9-2	Colon	7.95262083082962e-05	mM
EX_cpd00047_e0	100	corn	Corn10-1	Duodenum	2.17804851929374e-06	mM
EX_cpd00047_e0	100	corn	Corn10-2	Duodenum	6.3813468849933e-06	mM
EX_cpd00047_e0	100	corn	Corn5-1	Duodenum	6.30214877196437e-06	mM
EX_cpd00047_e0	100	corn	Corn5-2	Duodenum	1.29140853162881e-05	mM
EX_cpd00047_e0	100	corn	Corn5-3	Duodenum	4.41842036179976e-06	mM
EX_cpd00047_e0	100	wheat	Wheat11-1	Duodenum	3.22832800438438e-06	mM
EX_cpd00047_e0	100	wheat	Wheat11-2	Duodenum	7.45186227743214e-06	mM
EX_cpd00047_e0	100	wheat	Wheat11-3	Duodenum	4.39697280750435e-06	mM
EX_cpd00047_e0	100	wheat	Wheat9-1	Duodenum	3.62730973568656e-06	mM
