Metabolite	proportion_medium	medium	SampleName	Compartment	Conc	unit
EX_cpd00281_e0	100	wheat	Wheat9-1	Gizzard	6.81730566641019e-05	mM
EX_cpd00281_e0	100	wheat	Wheat9-2	Gizzard	3.62849033574859e-05	mM
EX_cpd00281_e0	100	corn	Corn10-1	Ileum	0.000690375757739491	mM
EX_cpd00281_e0	100	corn	Corn10-2	Ileum	0.000551366647150651	mM
EX_cpd00281_e0	100	corn	Corn5-1	Ileum	0.0012432711482306	mM
EX_cpd00281_e0	100	corn	Corn5-2	Ileum	0.000852990018806877	mM
EX_cpd00281_e0	100	corn	Corn5-3	Ileum	0.0015536581159646	mM
EX_cpd00281_e0	100	wheat	Wheat11-1	Ileum	0.00115604983793524	mM
EX_cpd00281_e0	100	wheat	Wheat11-2	Ileum	0.000700529631884602	mM
EX_cpd00281_e0	100	wheat	Wheat11-3	Ileum	0.000989710147233198	mM
EX_cpd00281_e0	100	wheat	Wheat9-1	Ileum	0.00116802152740547	mM
EX_cpd00281_e0	100	wheat	Wheat9-2	Ileum	0.000788320419783296	mM
EX_cpd00281_e0	100	corn	Corn10-1	Jejunum	0.000331424758366392	mM
EX_cpd00281_e0	100	corn	Corn10-2	Jejunum	0.000221456194616718	mM
EX_cpd00281_e0	100	corn	Corn5-1	Jejunum	0.000698795423651901	mM
EX_cpd00281_e0	100	corn	Corn5-2	Jejunum	0.000530851351717477	mM
EX_cpd00281_e0	100	corn	Corn5-3	Jejunum	0.000988592303366881	mM
EX_cpd00281_e0	100	wheat	Wheat11-1	Jejunum	0.000845087691607181	mM
EX_cpd00281_e0	100	wheat	Wheat11-2	Jejunum	0.000454021818580235	mM
EX_cpd00281_e0	100	wheat	Wheat11-3	Jejunum	0.000626430051494853	mM
EX_cpd00281_e0	100	wheat	Wheat9-1	Jejunum	0.000654065050195973	mM
EX_cpd00281_e0	100	wheat	Wheat9-2	Jejunum	0.000366217312529309	mM
EX_cpd00305_e0	100	corn	Corn10-1	Cecum	1.44929804739955e-05	mM
EX_cpd00305_e0	100	corn	Corn10-2	Cecum	1.46859401049908e-05	mM
EX_cpd00305_e0	100	corn	Corn5-1	Cecum	1.42161518687743e-05	mM
EX_cpd00305_e0	100	corn	Corn5-2	Cecum	1.37728133592946e-05	mM
EX_cpd00305_e0	100	corn	Corn5-3	Cecum	1.33152139728485e-05	mM
EX_cpd00305_e0	100	wheat	Wheat11-1	Cecum	1.56285628679428e-05	mM
EX_cpd00305_e0	100	wheat	Wheat11-2	Cecum	1.54979210773802e-05	mM
EX_cpd00305_e0	100	wheat	Wheat11-3	Cecum	1.99422559000426e-05	mM
EX_cpd00305_e0	100	wheat	Wheat9-1	Cecum	1.42599417619451e-05	mM
EX_cpd00305_e0	100	wheat	Wheat9-2	Cecum	1.48626194616548e-05	mM
EX_cpd00305_e0	100	corn	Corn10-1	Colon	1.39571278104934e-05	mM
EX_cpd00305_e0	100	corn	Corn10-2	Colon	1.62916404344262e-05	mM
EX_cpd00305_e0	100	corn	Corn5-1	Colon	1.35814704902984e-05	mM
EX_cpd00305_e0	100	corn	Corn5-2	Colon	1.42582423500101e-05	mM
EX_cpd00305_e0	100	corn	Corn5-3	Colon	1.37132182670835e-05	mM
EX_cpd00305_e0	100	wheat	Wheat11-1	Colon	1.73020312859854e-05	mM
EX_cpd00305_e0	100	wheat	Wheat11-2	Colon	2.14369820375715e-05	mM
EX_cpd00305_e0	100	wheat	Wheat11-3	Colon	2.32432087267872e-05	mM
EX_cpd00305_e0	100	wheat	Wheat9-1	Colon	1.39078827946362e-05	mM
EX_cpd00305_e0	100	wheat	Wheat9-2	Colon	1.4735750559292e-05	mM
EX_cpd00305_e0	100	corn	Corn10-1	Duodenum	4.81818952594531e-08	mM
EX_cpd00305_e0	100	corn	Corn10-2	Duodenum	3.94781649324606e-08	mM
EX_cpd00305_e0	100	corn	Corn5-1	Duodenum	3.54391438021739e-08	mM
EX_cpd00305_e0	100	corn	Corn5-2	Duodenum	3.53528398207227e-08	mM
EX_cpd00305_e0	100	corn	Corn5-3	Duodenum	3.37363032239982e-08	mM
EX_cpd00305_e0	100	wheat	Wheat11-1	Duodenum	4.44328866715542e-07	mM
EX_cpd00305_e0	100	wheat	Wheat11-2	Duodenum	3.32642619989117e-06	mM
EX_cpd00305_e0	100	wheat	Wheat11-3	Duodenum	4.74918251215458e-07	mM
EX_cpd00305_e0	100	wheat	Wheat9-1	Duodenum	5.49195950906891e-08	mM
EX_cpd00305_e0	100	wheat	Wheat9-2	Duodenum	5.86155575848854e-08	mM
EX_cpd00305_e0	100	corn	Corn10-1	Gizzard	2.4581251269235e-08	mM
EX_cpd00305_e0	100	corn	Corn10-2	Gizzard	1.87802982866925e-08	mM
EX_cpd00305_e0	100	corn	Corn5-1	Gizzard	1.77998375432514e-08	mM
EX_cpd00305_e0	100	corn	Corn5-2	Gizzard	1.85571077244803e-08	mM
EX_cpd00305_e0	100	corn	Corn5-3	Gizzard	2.00173891887091e-08	mM
EX_cpd00305_e0	100	wheat	Wheat11-1	Gizzard	4.74439299686506e-07	mM
EX_cpd00305_e0	100	wheat	Wheat11-2	Gizzard	9.64479869200005e-07	mM
EX_cpd00305_e0	100	wheat	Wheat11-3	Gizzard	1.85799551213928e-07	mM
EX_cpd00305_e0	100	wheat	Wheat9-1	Gizzard	2.59089910980949e-08	mM
EX_cpd00305_e0	100	wheat	Wheat9-2	Gizzard	2.8952014737744e-08	mM
EX_cpd00305_e0	100	corn	Corn10-1	Ileum	1.40536215095844e-06	mM
EX_cpd00305_e0	100	corn	Corn10-2	Ileum	1.4575999684373e-06	mM
EX_cpd00305_e0	100	corn	Corn5-1	Ileum	1.46472884068083e-06	mM
EX_cpd00305_e0	100	corn	Corn5-2	Ileum	1.40274363136914e-06	mM
EX_cpd00305_e0	100	corn	Corn5-3	Ileum	1.19672365613523e-06	mM
EX_cpd00305_e0	100	wheat	Wheat11-1	Ileum	2.55371120183142e-06	mM
EX_cpd00305_e0	100	wheat	Wheat11-2	Ileum	1.10866723686529e-05	mM
EX_cpd00305_e0	100	wheat	Wheat11-3	Ileum	7.78732843896754e-06	mM
EX_cpd00305_e0	100	wheat	Wheat9-1	Ileum	1.18791290293678e-06	mM
EX_cpd00305_e0	100	wheat	Wheat9-2	Ileum	1.1585498257109e-06	mM
EX_cpd00305_e0	100	corn	Corn10-1	Jejunum	1.80127017484118e-07	mM
EX_cpd00305_e0	100	corn	Corn10-2	Jejunum	1.74897063068694e-07	mM
EX_cpd00305_e0	100	corn	Corn5-1	Jejunum	2.38090145778722e-07	mM
EX_cpd00305_e0	100	corn	Corn5-2	Jejunum	1.67131430471466e-07	mM
EX_cpd00305_e0	100	corn	Corn5-3	Jejunum	1.44998406893634e-07	mM
EX_cpd00305_e0	100	wheat	Wheat11-1	Jejunum	9.72747445798331e-07	mM
EX_cpd00305_e0	100	wheat	Wheat11-2	Jejunum	4.72592340434638e-06	mM
EX_cpd00305_e0	100	wheat	Wheat11-3	Jejunum	1.48272547822965e-06	mM
EX_cpd00305_e0	100	wheat	Wheat9-1	Jejunum	2.10231718232829e-07	mM
EX_cpd00305_e0	100	wheat	Wheat9-2	Jejunum	1.86128612016821e-07	mM
EX_cpd00306_e0	100	corn	Corn10-1	Cecum	5.17085753004757e-09	mM
EX_cpd00306_e0	100	corn	Corn10-2	Cecum	2.26130402372338e-08	mM
EX_cpd00306_e0	100	corn	Corn5-1	Cecum	3.68142682142464e-09	mM
EX_cpd00306_e0	100	corn	Corn5-2	Cecum	9.1994359963185e-10	mM
EX_cpd00306_e0	100	corn	Corn5-3	Cecum	5.92725529378066e-08	mM
EX_cpd00306_e0	100	wheat	Wheat11-1	Cecum	2.84323734273059e-07	mM
EX_cpd00306_e0	100	wheat	Wheat11-2	Cecum	5.18023307190125e-10	mM
EX_cpd00306_e0	100	wheat	Wheat11-3	Cecum	1.30678849996911e-09	mM
EX_cpd00306_e0	100	wheat	Wheat9-2	Cecum	2.00035639543742e-09	mM
EX_cpd00306_e0	100	corn	Corn10-1	Colon	1.15764051405805e-08	mM
EX_cpd00306_e0	100	corn	Corn10-2	Colon	3.42749084419347e-08	mM
EX_cpd00306_e0	100	corn	Corn5-1	Colon	9.63084470340074e-09	mM
EX_cpd00306_e0	100	corn	Corn5-2	Colon	1.95998086470949e-09	mM
EX_cpd00306_e0	100	corn	Corn5-3	Colon	1.83243790473298e-07	mM
EX_cpd00306_e0	100	wheat	Wheat11-1	Colon	1.68322930606627e-08	mM
EX_cpd00306_e0	100	wheat	Wheat11-2	Colon	9.86717078728306e-10	mM
EX_cpd00306_e0	100	wheat	Wheat11-3	Colon	9.36614058084837e-09	mM
EX_cpd00306_e0	100	wheat	Wheat9-2	Colon	8.74240224813403e-09	mM
EX_cpd00306_e0	100	corn	Corn10-1	Duodenum	1.71167412876635e-15	mM
EX_cpd00306_e0	100	corn	Corn10-2	Duodenum	1.88169498835866e-16	mM
EX_cpd00306_e0	100	corn	Corn5-1	Duodenum	9.72743827947046e-12	mM
EX_cpd00306_e0	100	corn	Corn5-2	Duodenum	3.00513554331928e-10	mM
EX_cpd00306_e0	100	corn	Corn5-3	Duodenum	2.56669929737973e-11	mM
EX_cpd00306_e0	100	wheat	Wheat11-1	Duodenum	7.51161040987704e-17	mM
EX_cpd00306_e0	100	wheat	Wheat11-2	Duodenum	1.46214180090289e-13	mM
EX_cpd00306_e0	100	wheat	Wheat9-2	Duodenum	5.33262227641533e-14	mM
EX_cpd00306_e0	100	corn	Corn10-1	Gizzard	5.88508046388888e-17	mM
EX_cpd00306_e0	100	corn	Corn10-2	Gizzard	5.48598814554818e-22	mM
EX_cpd00306_e0	100	corn	Corn5-1	Gizzard	1.65097225716955e-12	mM
EX_cpd00306_e0	100	corn	Corn5-2	Gizzard	9.34247186692333e-11	mM
EX_cpd00306_e0	100	corn	Corn5-3	Gizzard	3.92155123397386e-11	mM
EX_cpd00306_e0	100	wheat	Wheat11-1	Gizzard	1.7414971932687e-20	mM
EX_cpd00306_e0	100	wheat	Wheat9-2	Gizzard	1.50286197430122e-23	mM
EX_cpd00306_e0	100	corn	Corn10-1	Ileum	9.38485162834755e-10	mM
EX_cpd00306_e0	100	corn	Corn10-2	Ileum	1.6283808856072e-09	mM
EX_cpd00306_e0	100	corn	Corn5-1	Ileum	3.81879774859768e-08	mM
EX_cpd00306_e0	100	corn	Corn5-2	Ileum	1.23976761729373e-09	mM
EX_cpd00306_e0	100	corn	Corn5-3	Ileum	1.58903891331587e-08	mM
EX_cpd00306_e0	100	wheat	Wheat11-1	Ileum	1.34063677092203e-08	mM
EX_cpd00306_e0	100	wheat	Wheat11-2	Ileum	7.2544012327083e-11	mM
EX_cpd00306_e0	100	wheat	Wheat11-3	Ileum	6.93327605591083e-10	mM
EX_cpd00306_e0	100	wheat	Wheat9-2	Ileum	4.99931461520747e-10	mM
EX_cpd00306_e0	100	corn	Corn10-1	Jejunum	7.84567654525267e-11	mM
EX_cpd00306_e0	100	corn	Corn10-2	Jejunum	1.83107977891314e-10	mM
EX_cpd00306_e0	100	corn	Corn5-1	Jejunum	2.22895320631806e-09	mM
EX_cpd00306_e0	100	corn	Corn5-2	Jejunum	1.79452649632075e-09	mM
EX_cpd00306_e0	100	corn	Corn5-3	Jejunum	6.97128596272603e-10	mM
EX_cpd00306_e0	100	wheat	Wheat11-1	Jejunum	1.87671854161733e-09	mM
EX_cpd00306_e0	100	wheat	Wheat11-2	Jejunum	3.85111743819762e-12	mM
EX_cpd00306_e0	100	wheat	Wheat11-3	Jejunum	3.38054502029862e-11	mM
EX_cpd00306_e0	100	wheat	Wheat9-2	Jejunum	2.07289813358714e-11	mM
EX_cpd00307_e0	100	corn	Corn10-1	Cecum	2.93000032360451e-06	mM
EX_cpd00307_e0	100	corn	Corn10-2	Cecum	3.43698115285074e-06	mM
EX_cpd00307_e0	100	corn	Corn5-1	Cecum	1.1209656803709e-06	mM
EX_cpd00307_e0	100	corn	Corn5-2	Cecum	1.33006951548584e-06	mM
EX_cpd00307_e0	100	corn	Corn5-3	Cecum	1.26520516408979e-06	mM
EX_cpd00307_e0	100	wheat	Wheat11-1	Cecum	6.97388620627494e-08	mM
EX_cpd00307_e0	100	wheat	Wheat11-2	Cecum	1.74418851612584e-07	mM
EX_cpd00307_e0	100	wheat	Wheat11-3	Cecum	1.71722542653826e-07	mM
EX_cpd00307_e0	100	wheat	Wheat9-1	Cecum	2.74561082706976e-06	mM
EX_cpd00307_e0	100	wheat	Wheat9-2	Cecum	1.09580824556707e-06	mM
EX_cpd00307_e0	100	corn	Corn10-1	Colon	6.00087777752651e-06	mM
EX_cpd00307_e0	100	corn	Corn10-2	Colon	6.6519466642248e-06	mM
EX_cpd00307_e0	100	corn	Corn5-1	Colon	3.47201593516928e-06	mM
EX_cpd00307_e0	100	corn	Corn5-2	Colon	3.6633832971569e-06	mM
EX_cpd00307_e0	100	corn	Corn5-3	Colon	3.71606568387867e-06	mM
EX_cpd00307_e0	100	wheat	Wheat11-1	Colon	3.18913028387331e-07	mM
EX_cpd00307_e0	100	wheat	Wheat11-2	Colon	6.68557142158747e-07	mM
EX_cpd00307_e0	100	wheat	Wheat11-3	Colon	7.40053504867014e-07	mM
EX_cpd00307_e0	100	wheat	Wheat9-1	Colon	5.98809568219483e-06	mM
EX_cpd00307_e0	100	wheat	Wheat9-2	Colon	3.67254147445878e-06	mM
EX_cpd00307_e0	100	corn	Corn10-1	Duodenum	7.6750447099252e-09	mM
EX_cpd00307_e0	100	corn	Corn10-2	Duodenum	9.08940115687777e-10	mM
EX_cpd00307_e0	100	corn	Corn5-1	Duodenum	1.88118408451824e-08	mM
EX_cpd00307_e0	100	corn	Corn5-2	Duodenum	7.53284473109205e-08	mM
EX_cpd00307_e0	100	corn	Corn5-3	Duodenum	3.02173637859146e-07	mM
EX_cpd00307_e0	100	wheat	Wheat11-1	Duodenum	5.05476449442755e-09	mM
EX_cpd00307_e0	100	wheat	Wheat11-2	Duodenum	1.09582283991456e-08	mM
EX_cpd00307_e0	100	wheat	Wheat11-3	Duodenum	1.49105422925289e-08	mM
EX_cpd00307_e0	100	wheat	Wheat9-1	Duodenum	2.96576102385171e-09	mM
EX_cpd00307_e0	100	wheat	Wheat9-2	Duodenum	4.70895077772478e-09	mM
EX_cpd00307_e0	100	corn	Corn10-1	Gizzard	1.94618226553819e-09	mM
EX_cpd00307_e0	100	corn	Corn10-2	Gizzard	3.61627325279611e-10	mM
EX_cpd00307_e0	100	corn	Corn5-1	Gizzard	5.01677276300154e-09	mM
EX_cpd00307_e0	100	corn	Corn5-2	Gizzard	2.7011754139253e-09	mM
EX_cpd00307_e0	100	corn	Corn5-3	Gizzard	2.57531518615056e-08	mM
EX_cpd00307_e0	100	wheat	Wheat11-1	Gizzard	2.99124501715142e-09	mM
EX_cpd00307_e0	100	wheat	Wheat11-2	Gizzard	6.26483774159138e-09	mM
EX_cpd00307_e0	100	wheat	Wheat11-3	Gizzard	4.87460829743952e-09	mM
EX_cpd00307_e0	100	wheat	Wheat9-1	Gizzard	1.12648623994931e-09	mM
EX_cpd00307_e0	100	wheat	Wheat9-2	Gizzard	1.78280761181067e-09	mM
EX_cpd00307_e0	100	corn	Corn10-1	Ileum	5.78839261522845e-07	mM
EX_cpd00307_e0	100	corn	Corn10-2	Ileum	6.66126872838101e-07	mM
EX_cpd00307_e0	100	corn	Corn5-1	Ileum	1.290216895337e-06	mM
EX_cpd00307_e0	100	corn	Corn5-2	Ileum	2.02443918430512e-06	mM
EX_cpd00307_e0	100	corn	Corn5-3	Ileum	2.27062498922856e-06	mM
EX_cpd00307_e0	100	wheat	Wheat11-1	Ileum	2.76725653853488e-08	mM
EX_cpd00307_e0	100	wheat	Wheat11-2	Ileum	6.19402367616125e-08	mM
EX_cpd00307_e0	100	wheat	Wheat11-3	Ileum	6.5026159775488e-08	mM
EX_cpd00307_e0	100	wheat	Wheat9-1	Ileum	4.91634883454763e-07	mM
EX_cpd00307_e0	100	wheat	Wheat9-2	Ileum	2.79358063559266e-07	mM
EX_cpd00307_e0	100	corn	Corn10-1	Jejunum	4.13478976447736e-08	mM
EX_cpd00307_e0	100	corn	Corn10-2	Jejunum	3.97054911892893e-08	mM
EX_cpd00307_e0	100	corn	Corn5-1	Jejunum	1.00856278357283e-07	mM
EX_cpd00307_e0	100	corn	Corn5-2	Jejunum	2.97132845541723e-07	mM
EX_cpd00307_e0	100	corn	Corn5-3	Jejunum	4.36720491265994e-07	mM
EX_cpd00307_e0	100	wheat	Wheat11-1	Jejunum	9.00623899238374e-09	mM
EX_cpd00307_e0	100	wheat	Wheat11-2	Jejunum	2.35451880727486e-08	mM
EX_cpd00307_e0	100	wheat	Wheat11-3	Jejunum	2.65067440639301e-08	mM
EX_cpd00307_e0	100	wheat	Wheat9-1	Jejunum	3.79844885213406e-08	mM
EX_cpd00307_e0	100	wheat	Wheat9-2	Jejunum	2.00282209545558e-08	mM
EX_cpd00309_e0	100	corn	Corn10-1	Cecum	2.2784092951919e-07	mM
EX_cpd00309_e0	100	corn	Corn10-2	Cecum	4.77711020515365e-07	mM
EX_cpd00309_e0	100	corn	Corn5-1	Cecum	6.35344776764435e-07	mM
EX_cpd00309_e0	100	corn	Corn5-2	Cecum	1.7063393152393e-07	mM
EX_cpd00309_e0	100	corn	Corn5-3	Cecum	2.95860883046757e-07	mM
EX_cpd00309_e0	100	wheat	Wheat11-1	Cecum	5.01705074198749e-07	mM
EX_cpd00309_e0	100	wheat	Wheat11-2	Cecum	1.4809294731215e-08	mM
EX_cpd00309_e0	100	wheat	Wheat11-3	Cecum	1.162887372528e-07	mM
EX_cpd00309_e0	100	wheat	Wheat9-1	Cecum	2.04565756026442e-07	mM
EX_cpd00309_e0	100	wheat	Wheat9-2	Cecum	2.35244731272027e-07	mM
EX_cpd00309_e0	100	corn	Corn10-1	Colon	1.49895932167709e-06	mM
EX_cpd00309_e0	100	corn	Corn10-2	Colon	2.15435956117168e-06	mM
EX_cpd00309_e0	100	corn	Corn5-1	Colon	1.37006463039871e-06	mM
EX_cpd00309_e0	100	corn	Corn5-2	Colon	9.84496338588277e-07	mM
EX_cpd00309_e0	100	corn	Corn5-3	Colon	1.26715051218405e-06	mM
EX_cpd00309_e0	100	wheat	Wheat11-1	Colon	3.46815984892981e-06	mM
EX_cpd00309_e0	100	wheat	Wheat11-2	Colon	3.04544334424078e-07	mM
EX_cpd00309_e0	100	wheat	Wheat11-3	Colon	1.06088069056756e-05	mM
EX_cpd00309_e0	100	wheat	Wheat9-1	Colon	1.51719655904595e-06	mM
EX_cpd00309_e0	100	wheat	Wheat9-2	Colon	2.09279450198288e-06	mM
EX_cpd00309_e0	100	corn	Corn10-1	Duodenum	1.15591079621838e-06	mM
EX_cpd00309_e0	100	corn	Corn10-2	Duodenum	1.34539164123694e-06	mM
EX_cpd00309_e0	100	corn	Corn5-1	Duodenum	7.2176159875091e-07	mM
EX_cpd00309_e0	100	corn	Corn5-2	Duodenum	1.05769951497309e-06	mM
EX_cpd00309_e0	100	corn	Corn5-3	Duodenum	1.36669673255788e-06	mM
EX_cpd00309_e0	100	wheat	Wheat11-1	Duodenum	2.56621103055486e-07	mM
EX_cpd00309_e0	100	wheat	Wheat11-2	Duodenum	5.59235127462195e-07	mM
EX_cpd00309_e0	100	wheat	Wheat11-3	Duodenum	3.14864630224128e-07	mM
EX_cpd00309_e0	100	wheat	Wheat9-1	Duodenum	9.92767239306315e-07	mM
EX_cpd00309_e0	100	wheat	Wheat9-2	Duodenum	1.75055330190082e-06	mM
EX_cpd00309_e0	100	corn	Corn10-1	Gizzard	3.06440931521715e-07	mM
EX_cpd00309_e0	100	corn	Corn10-2	Gizzard	2.82202983922213e-07	mM
EX_cpd00309_e0	100	corn	Corn5-1	Gizzard	2.21892915340846e-07	mM
EX_cpd00309_e0	100	corn	Corn5-2	Gizzard	2.48595026736083e-07	mM
EX_cpd00309_e0	100	corn	Corn5-3	Gizzard	4.69706432335725e-07	mM
EX_cpd00309_e0	100	wheat	Wheat11-1	Gizzard	1.55683029935819e-07	mM
EX_cpd00309_e0	100	wheat	Wheat11-2	Gizzard	3.32391100499211e-07	mM
EX_cpd00309_e0	100	wheat	Wheat11-3	Gizzard	1.89498810345246e-07	mM
EX_cpd00309_e0	100	wheat	Wheat9-1	Gizzard	4.77157834453706e-07	mM
EX_cpd00309_e0	100	wheat	Wheat9-2	Gizzard	5.00634499709046e-07	mM
EX_cpd00309_e0	100	corn	Corn10-1	Ileum	2.80418755367979e-06	mM
EX_cpd00309_e0	100	corn	Corn10-2	Ileum	4.15211638198486e-06	mM
EX_cpd00309_e0	100	corn	Corn5-1	Ileum	4.80864798126982e-06	mM
EX_cpd00309_e0	100	corn	Corn5-2	Ileum	7.85818878970979e-06	mM
EX_cpd00309_e0	100	corn	Corn5-3	Ileum	7.02464644297531e-06	mM
EX_cpd00309_e0	100	wheat	Wheat11-1	Ileum	8.96681832753473e-06	mM
EX_cpd00309_e0	100	wheat	Wheat11-2	Ileum	4.54284325071958e-06	mM
EX_cpd00309_e0	100	wheat	Wheat11-3	Ileum	7.08573404655902e-06	mM
EX_cpd00309_e0	100	wheat	Wheat9-1	Ileum	3.49533753279624e-06	mM
EX_cpd00309_e0	100	wheat	Wheat9-2	Ileum	4.27738866399693e-06	mM
EX_cpd00309_e0	100	corn	Corn10-1	Jejunum	2.090166310004e-06	mM
EX_cpd00309_e0	100	corn	Corn10-2	Jejunum	2.62134882472037e-06	mM
EX_cpd00309_e0	100	corn	Corn5-1	Jejunum	2.14465823142558e-06	mM
EX_cpd00309_e0	100	corn	Corn5-2	Jejunum	3.77730194188934e-06	mM
EX_cpd00309_e0	100	corn	Corn5-3	Jejunum	4.13735509045827e-06	mM
EX_cpd00309_e0	100	wheat	Wheat11-1	Jejunum	1.58296606243466e-06	mM
EX_cpd00309_e0	100	wheat	Wheat11-2	Jejunum	1.49482093808908e-06	mM
EX_cpd00309_e0	100	wheat	Wheat11-3	Jejunum	1.89097515644776e-06	mM
EX_cpd00309_e0	100	wheat	Wheat9-1	Jejunum	1.81529605767803e-06	mM
EX_cpd00309_e0	100	wheat	Wheat9-2	Jejunum	3.60818480443707e-06	mM
EX_cpd00311_e0	100	corn	Corn10-1	Cecum	3.92029117964096e-08	mM
EX_cpd00311_e0	100	corn	Corn10-2	Cecum	8.75325045638307e-09	mM
EX_cpd00311_e0	100	corn	Corn5-1	Cecum	2.17800690199506e-09	mM
EX_cpd00311_e0	100	corn	Corn5-2	Cecum	8.91067404502976e-10	mM
EX_cpd00311_e0	100	corn	Corn5-3	Cecum	1.39938324217825e-09	mM
EX_cpd00311_e0	100	wheat	Wheat11-1	Cecum	2.8142745890029e-10	mM
EX_cpd00311_e0	100	wheat	Wheat11-2	Cecum	6.32490624691502e-11	mM
EX_cpd00311_e0	100	wheat	Wheat11-3	Cecum	1.11883853712093e-09	mM
EX_cpd00311_e0	100	wheat	Wheat9-1	Cecum	2.15459386938421e-09	mM
EX_cpd00311_e0	100	wheat	Wheat9-2	Cecum	1.36664979431722e-08	mM
EX_cpd00311_e0	100	corn	Corn10-1	Colon	4.90591457065682e-08	mM
EX_cpd00311_e0	100	corn	Corn10-2	Colon	2.05760178650267e-07	mM
EX_cpd00311_e0	100	corn	Corn5-1	Colon	2.59969153530112e-08	mM
EX_cpd00311_e0	100	corn	Corn5-2	Colon	2.98239159421478e-08	mM
EX_cpd00311_e0	100	corn	Corn5-3	Colon	1.02621698272702e-07	mM
EX_cpd00311_e0	100	wheat	Wheat11-1	Colon	2.8907106991397e-08	mM
EX_cpd00311_e0	100	wheat	Wheat11-2	Colon	2.07132705131493e-07	mM
EX_cpd00311_e0	100	wheat	Wheat11-3	Colon	1.88391811768949e-06	mM
EX_cpd00311_e0	100	wheat	Wheat9-1	Colon	6.12833092805496e-08	mM
EX_cpd00311_e0	100	wheat	Wheat9-2	Colon	1.10548878323555e-07	mM
EX_cpd00311_e0	100	corn	Corn10-1	Duodenum	3.29924753615941e-08	mM
EX_cpd00311_e0	100	corn	Corn10-2	Duodenum	4.18047835986218e-08	mM
EX_cpd00311_e0	100	corn	Corn5-1	Duodenum	2.43012114926587e-08	mM
EX_cpd00311_e0	100	corn	Corn5-2	Duodenum	9.28535201272443e-09	mM
EX_cpd00311_e0	100	corn	Corn5-3	Duodenum	2.38984959447e-09	mM
EX_cpd00311_e0	100	wheat	Wheat11-1	Duodenum	4.11868298208426e-08	mM
EX_cpd00311_e0	100	wheat	Wheat11-2	Duodenum	6.05043802010941e-08	mM
EX_cpd00311_e0	100	wheat	Wheat11-3	Duodenum	4.69538823656582e-08	mM
EX_cpd00311_e0	100	wheat	Wheat9-1	Duodenum	1.09264990956686e-07	mM
EX_cpd00311_e0	100	wheat	Wheat9-2	Duodenum	4.93607941004037e-08	mM
EX_cpd00311_e0	100	corn	Corn10-1	Gizzard	1.34002749697836e-08	mM
EX_cpd00311_e0	100	corn	Corn10-2	Gizzard	5.95877322487862e-09	mM
EX_cpd00311_e0	100	corn	Corn5-1	Gizzard	2.1132223153667e-08	mM
EX_cpd00311_e0	100	corn	Corn5-2	Gizzard	2.50831849640661e-09	mM
EX_cpd00311_e0	100	corn	Corn5-3	Gizzard	1.85989829487846e-09	mM
EX_cpd00311_e0	100	wheat	Wheat11-1	Gizzard	2.93657105085389e-08	mM
EX_cpd00311_e0	100	wheat	Wheat11-2	Gizzard	2.75895872401309e-08	mM
EX_cpd00311_e0	100	wheat	Wheat11-3	Gizzard	9.85632210383355e-09	mM
EX_cpd00311_e0	100	wheat	Wheat9-1	Gizzard	5.24588971863646e-08	mM
EX_cpd00311_e0	100	wheat	Wheat9-2	Gizzard	9.87665381211792e-09	mM
EX_cpd00311_e0	100	corn	Corn10-1	Ileum	1.59350559550612e-07	mM
EX_cpd00311_e0	100	corn	Corn10-2	Ileum	9.4942998004469e-08	mM
EX_cpd00311_e0	100	corn	Corn5-1	Ileum	2.76571175382008e-07	mM
EX_cpd00311_e0	100	corn	Corn5-2	Ileum	1.58515737097939e-07	mM
EX_cpd00311_e0	100	corn	Corn5-3	Ileum	9.43628527512552e-08	mM
EX_cpd00311_e0	100	wheat	Wheat11-1	Ileum	7.4594997872812e-08	mM
EX_cpd00311_e0	100	wheat	Wheat11-2	Ileum	5.5651914961625e-08	mM
EX_cpd00311_e0	100	wheat	Wheat11-3	Ileum	1.00069263582484e-05	mM
EX_cpd00311_e0	100	wheat	Wheat9-1	Ileum	1.79391989415611e-07	mM
EX_cpd00311_e0	100	wheat	Wheat9-2	Ileum	1.52415976693935e-07	mM
EX_cpd00311_e0	100	corn	Corn10-1	Jejunum	2.73058991175816e-07	mM
EX_cpd00311_e0	100	corn	Corn10-2	Jejunum	7.84973685558734e-08	mM
EX_cpd00311_e0	100	corn	Corn5-1	Jejunum	1.91533004651058e-07	mM
EX_cpd00311_e0	100	corn	Corn5-2	Jejunum	4.48831793081474e-08	mM
EX_cpd00311_e0	100	corn	Corn5-3	Jejunum	1.89054614097054e-08	mM
EX_cpd00311_e0	100	wheat	Wheat11-1	Jejunum	2.04982936566573e-07	mM
EX_cpd00311_e0	100	wheat	Wheat11-2	Jejunum	8.68861079067696e-08	mM
EX_cpd00311_e0	100	wheat	Wheat11-3	Jejunum	8.55983765617771e-08	mM
EX_cpd00311_e0	100	wheat	Wheat9-1	Jejunum	1.89304233207982e-07	mM
EX_cpd00311_e0	100	wheat	Wheat9-2	Jejunum	1.0180326100532e-07	mM
EX_cpd00322_e0	100	corn	Corn10-1	Cecum	0.00140788165923657	mM
EX_cpd00322_e0	100	corn	Corn10-2	Cecum	0.00127803411658881	mM
EX_cpd00322_e0	100	corn	Corn5-1	Cecum	0.00145303547503673	mM
